Label,area_0,area_1,area_2,area_3,area_4
Parasitized,4,56,1650,0,0
Parasitized,18.5,1704,0,0,0
Parasitized,72,21,1713,0,0
Parasitized,17,1558.5,0,0,0
Parasitized,1624.5,0,0,0,0
Parasitized,485.5,1367,1752.5,0,0
Parasitized,1486,0,0,0,0
Parasitized,226.5,152,1682,0,0
Parasitized,1587.5,0,0,0,0
Parasitized,22,1642.5,0,0,0
Parasitized,7,1244.5,0,0,0
Parasitized,34.5,1579,0,0,0
Parasitized,105.5,855.5,1735.5,0,0
Parasitized,1590.5,0,0,0,0
Parasitized,10,4,1290,0,0
Parasitized,1664,0,0,0,0
Parasitized,64.5,2,1698.5,0,0
Parasitized,1570,0,0,0,0
Parasitized,21.5,1672,0,0,0
Parasitized,52,1821,0,0,0
Parasitized,1022,0,0,0,0
Parasitized,1677.5,0,0,0,0
Parasitized,13.5,1653,0,0,0
Parasitized,4,7,1366.5,0,0
Parasitized,1548,0,0,0,0
Parasitized,693,1541,0,0,0
Parasitized,51,1639,0,0,0
Parasitized,2.5,8.5,98,1460,0
Parasitized,11,1538,0,0,0
Parasitized,0.5,602,0,0,0
Parasitized,29,28.5,7,1712,0
Parasitized,24.5,1648,0,0,0
Parasitized,1,38,1693,0,0
Parasitized,1228,0,0,0,0
Parasitized,2,1448.5,0,0,0
Parasitized,5.5,34.5,1596.5,0,0
Parasitized,4,48,1787,0,0
Parasitized,1471,0,0,0,0
Parasitized,1698.5,0,0,0,0
Parasitized,1697,0,0,0,0
Parasitized,4,16.5,13,1267,0
Parasitized,26,1661,0,0,0
Parasitized,1845,0,0,0,0
Parasitized,1638,0,0,0,0
Parasitized,50.5,1677.5,0,0,0
Parasitized,14,1204.5,0.5,0,0
Parasitized,1490.5,0,0,0,0
Parasitized,1572.5,0,0,0,0
Parasitized,44.5,1609.5,0,0,0
Parasitized,1610,0,0,0,0
Parasitized,9.5,1591,0,0,0
Parasitized,22.5,1467.5,0,0,0
Parasitized,14,1473,0,0,0
Parasitized,11,27.5,15,18.5,31
Parasitized,1305,0,0,0,0
Parasitized,15,1702,0,0,0
Parasitized,1732.5,0,0,0,0
Parasitized,54,1671.5,0,0,0
Parasitized,15,1765,0,0,0
Parasitized,8.5,1887,0,0,0
Parasitized,16,1589,0,0,0
Parasitized,7,1649.5,0,0,0
Parasitized,27,1658,0,0,0
Parasitized,19,1613,0,0,0
Parasitized,4,132,1751.5,0,0
Parasitized,18,1743.5,0,0,0
Parasitized,545,1583,0,0,0
Parasitized,1655,0,0,0,0
Parasitized,21.5,1572.5,0,0,0
Parasitized,39,1658.5,0,0,0
Parasitized,1551.5,0,0,0,0
Parasitized,34,1045.5,0,0,0
Parasitized,15,1458.5,0,0,0
Parasitized,21,1685,0,0,0
Parasitized,21.5,1793.5,0,0,0
Parasitized,15,1767,0,0,0
Parasitized,34,1669,0,0,0
Parasitized,38.5,34.5,1694,0,0
Parasitized,53.5,1587.5,0,0,0
Parasitized,1476,0,0,0,0
Parasitized,94.5,1742,0,0,0
Parasitized,14,1602,0,0,0
Parasitized,18.5,27,0,0,0
Parasitized,17.5,0.5,6.5,0,0
Parasitized,1674.5,0,0,0,0
Parasitized,1268,0,0,0,0
Parasitized,1744,0,0,0,0
Parasitized,18,1742.5,0,0,0
Parasitized,2,1576.5,0,0,0
Parasitized,4,2,0,6,186
Parasitized,66,11.5,1197,0,0
Parasitized,1399.5,0,0,0,0
Parasitized,1783.5,0,0,0,0
Parasitized,8.5,1497.5,0,0,0
Parasitized,17.5,1669,0,0,0
Parasitized,1526.5,0,0,0,0
Parasitized,23.5,1556,0,0,0
Parasitized,1378.5,0,0,0,0
Parasitized,24,37.5,1468,0,0
Parasitized,100,470,1721,0,0
Parasitized,10,1561,0,0,0
Parasitized,7,1673,0,0,0
Parasitized,1529.5,0,0,0,0
Parasitized,11,1221,0,0,0
Parasitized,20,1506.5,0,0,0
Parasitized,1563,0,0,0,0
Parasitized,20,1700,0,0,0
Parasitized,14,8.5,1591,0,0
Parasitized,13,1311,0,0,0
Parasitized,1295,0,0,0,0
Parasitized,52,18.5,32.5,1646.5,0
Parasitized,20.5,21,1755,0,0
Parasitized,7,1524.5,0,0,0
Parasitized,1562.5,0,0,0,0
Parasitized,7,1637.5,0,0,0
Parasitized,16.5,1637.5,0,0,0
Parasitized,1701,0,0,0,0
Parasitized,9,2,1275.5,0,0
Parasitized,1723.5,0,0,0,0
Parasitized,1668.5,0,0,0,0
Parasitized,10,1403.5,0,0,0
Parasitized,1648,0,0,0,0
Parasitized,8.5,1486.5,0,0,0
Parasitized,1564.5,0,0,0,0
Parasitized,11,1797.5,0,0,0
Parasitized,12.5,1842,0,0,0
Parasitized,14,1718,0,0,0
Parasitized,1475,1,0,0,0
Parasitized,12.5,4,1702,0,0
Parasitized,15,1712.5,0,0,0
Parasitized,25.5,1735.5,0,0,0
Parasitized,1522,0,0,0,0
Parasitized,64,2,6,1250.5,0
Parasitized,1662.5,0,0,0,0
Parasitized,7,1452.5,0,0,0
Parasitized,1416.5,0,0,0,0
Parasitized,2,1625.5,0,0,0
Parasitized,18,4,1422,0,0
Parasitized,13.5,145,250.5,0,0
Parasitized,1693,0,0,0,0
Parasitized,0,1388,0,0,0
Parasitized,66.5,1467.5,0,0,0
Parasitized,14,1761.5,0,0,0
Parasitized,22.5,1605,0,0,0
Parasitized,14,17.5,16.5,65,1645.5
Parasitized,1624.5,0,0,0,0
Parasitized,16.5,17,1716.5,0,0
Parasitized,1464.5,0,0,0,0
Parasitized,10,1584,0,0,0
Parasitized,30.5,35.5,11,1626,0
Parasitized,13.5,26,1573.5,0,0
Parasitized,24,1501.5,0,0,0
Parasitized,1599.5,0,0,0,0
Parasitized,1560.5,0,0,0,0
Parasitized,22,1765,0,0,0
Parasitized,870.5,8,0,0,0
Parasitized,0,1545,0,0,0
Parasitized,1618,0,0,0,0
Parasitized,7,11,1740,0,0
Parasitized,10,26,1672.5,0,0
Parasitized,21.5,1849,0,0,0
Parasitized,1677.5,0,0,0,0
Parasitized,18.5,1616,0,0,0
Parasitized,7,1664,0,0,0
Parasitized,17.5,1385.5,0,0,0
Parasitized,2,11,1646,0,0
Parasitized,20,1638.5,0,0,0
Parasitized,1541,0,0,0,0
Parasitized,15,1779,0,0,0
Parasitized,30.5,1487,0,0,0
Parasitized,1522,0,0,0,0
Parasitized,9.5,72,1655,0,0
Parasitized,1474.5,0,0,0,0
Parasitized,30.5,1541,0,0,0
Parasitized,12.5,1467,0,0,0
Parasitized,5.5,1610.5,0,0,0
Parasitized,15.5,1651,0,0,0
Parasitized,53,1705,0,0,0
Parasitized,0.5,25,154,8,3
Parasitized,1285.5,0,0,0,0
Parasitized,44.5,1628,0,0,0
Parasitized,1586,0,0,0,0
Parasitized,1521,0,0,0,0
Parasitized,6,1459.5,0,0,0
Parasitized,0.5,1353.5,0,0,0
Parasitized,19,4,1527.5,0,0
Parasitized,60,1575,0,0,0
Parasitized,1380,0,0,0,0
Parasitized,1380.5,0,0,0,0
Parasitized,45.5,1669,0,0,0
Parasitized,25,21.5,25.5,1513.5,0
Parasitized,31,1529,0,0,0
Parasitized,4,1490.5,0,0,0
Parasitized,2,1580.5,0,0,0
Parasitized,26,1585.5,0,0,0
Parasitized,1251,0,0,0,0
Parasitized,1729,0,0,0,0
Parasitized,11,1612,0,0,0
Parasitized,1382.5,0,0,0,0
Parasitized,41.5,1568,0,0,0
Parasitized,1521.5,0,0,0,0
Parasitized,1563,0,0,0,0
Parasitized,1763,0,0,0,0
Parasitized,83.5,22,819.5,0,0
Parasitized,46.5,51.5,54,1668.5,0
Parasitized,17,1633,0,0,0
Parasitized,21,1816.5,0,0,0
Parasitized,17.5,1341.5,0,0,0
Parasitized,28,1094,0,0,0
Parasitized,1411.5,0,0,0,0
Parasitized,1158,0,0,0,0
Parasitized,17.5,1312.5,0,0,0
Parasitized,70.5,1687.5,0,0,0
Parasitized,14.5,1588.5,0,0,0
Parasitized,1561.5,0,0,0,0
Parasitized,1.5,992.5,0,0,0
Parasitized,1705.5,0,0,0,0
Parasitized,12.5,470.5,0,0,0
Parasitized,1463,0,0,0,0
Parasitized,19.5,31,1050,0,0
Parasitized,11,16,1733,0,0
Parasitized,40.5,1506.5,0,0,0
Parasitized,4,1808,0,0,0
Parasitized,2,1397,0,0,0
Parasitized,16.5,1684,0,0,0
Parasitized,534,1626.5,0,0,0
Parasitized,11,1623.5,0,0,0
Parasitized,1475,0,0,0,0
Parasitized,16,1699,0,0,0
Parasitized,5.5,1649.5,0,0,0
Parasitized,1753.5,0,0,0,0
Parasitized,0,1539.5,0,0,0
Parasitized,14,1557,0,0,0
Parasitized,1718,0,0,0,0
Parasitized,28.5,1625,0,0,0
Parasitized,5.5,1025.5,0,0,0
Parasitized,1451.5,0,0,0,0
Parasitized,16,1431.5,0,0,0
Parasitized,1518.5,0,0,0,0
Parasitized,15,26,1533.5,0,0
Parasitized,1383.5,0,0,0,0
Parasitized,1601,0,0,0,0
Parasitized,1763,0,0,0,0
Parasitized,1566,0,0,0,0
Parasitized,1584,0,0,0,0
Parasitized,29,1604.5,0,0,0
Parasitized,1713.5,0,0,0,0
Parasitized,12.5,1592.5,0,0,0
Parasitized,11,1625.5,0,0,0
Parasitized,34,1608,0,0,0
Parasitized,27,1710.5,0,0,0
Parasitized,33,1573,0,0,0
Parasitized,1684.5,0,0,0,0
Parasitized,5.5,14,1589,0,0
Parasitized,1472,0,0,0,0
Parasitized,1468.5,0,0,0,0
Parasitized,33,56,1611.5,0,0
Parasitized,8.5,1308,0,0,0
Parasitized,1692,0,0,0,0
Parasitized,1058,0,0,0,0
Parasitized,1507,0,0,0,0
Parasitized,75.5,1706,0,0,0
Parasitized,45.5,1452.5,0,0,0
Parasitized,1620,0,0,0,0
Parasitized,13.5,1611,0,0,0
Parasitized,1560,0,0,0,0
Parasitized,2,1714,0,0,0
Parasitized,1571.5,0,0,0,0
Parasitized,4,1527,0,0,0
Parasitized,1400.5,0,0,0,0
Parasitized,1597.5,0,0,0,0
Parasitized,1270,0,0,0,0
Parasitized,10,1675,0,0,0
Parasitized,39,1223,0,0,0
Parasitized,1421.5,0,0,0,0
Parasitized,1367,0,0,0,0
Parasitized,1704,0,0,0,0
Parasitized,9.5,1645,0,0,0
Parasitized,175,65,2,0,0
Parasitized,18.5,7,1350,0,0
Parasitized,5,1510,0,0,0
Parasitized,21,1662,0,0,0
Parasitized,1474.5,0,0,0,0
Parasitized,1582.5,0,0,0,0
Parasitized,4,69,5.5,1566,0
Parasitized,54,1425,0,0,0
Parasitized,1676,0,0,0,0
Parasitized,47,1850.5,0,0,0
Parasitized,1291,0,0,0,0
Parasitized,39,1510,0,0,0
Parasitized,38.5,1330.5,0,0,0
Parasitized,5.5,1677,0,0,0
Parasitized,1794.5,0,0,0,0
Parasitized,1596.5,0,0,0,0
Parasitized,28.5,28.5,1398.5,0,0
Parasitized,21.5,1556.5,0,0,0
Parasitized,16.5,20,1726.5,0,0
Parasitized,722,0,0,0,0
Parasitized,27,1602,0,0,0
Parasitized,20.5,1630.5,0,0,0
Parasitized,65.5,1673,0,0,0
Parasitized,7,1687,0,0,0
Parasitized,1645.5,0,0,0,0
Parasitized,21.5,1581.5,0,0,0
Parasitized,28,381.5,0,0,0
Parasitized,19,1.5,0,654.5,0
Parasitized,23.5,2,5.5,10.5,1378
Parasitized,1124.5,0,0,0,0
Parasitized,40,19,1551,0,0
Parasitized,1680,0,0,0,0
Parasitized,73,1641.5,0,0,0
Parasitized,64,1574.5,0,0,0
Parasitized,1621,0,0,0,0
Parasitized,7,1514,0,0,0
Parasitized,142.5,6,1558.5,0,0
Parasitized,36,1221.5,0,0,0
Parasitized,1582.5,0,0,0,0
Parasitized,11.5,1611.5,0,0,0
Parasitized,4,1.5,2.5,735,0
Parasitized,22,1590.5,0,0,0
Parasitized,21,1823.5,0,0,0
Parasitized,13.5,1649,0,0,0
Parasitized,57,1675,0,0,0
Parasitized,1444.5,0,0,0,0
Parasitized,63,1784.5,0,0,0
Parasitized,1701,0,0,0,0
Parasitized,7,1541,0,0,0
Parasitized,33,1825.5,0,0,0
Parasitized,80.5,1713,0,0,0
Parasitized,1305,0,0,0,0
Parasitized,45.5,1610,0,0,0
Parasitized,5.5,1596,0,0,0
Parasitized,28.5,1326.5,0,0,0
Parasitized,2,49,41.5,38.5,1554
Parasitized,2,66,39.5,1681.5,0
Parasitized,39.5,1528,0,0,0
Parasitized,111,1607,0,0,0
Parasitized,28.5,1606,0,0,0
Parasitized,33,34,1759.5,0,0
Parasitized,45.5,1465.5,0,0,0
Parasitized,1602,0,0,0,0
Parasitized,11.5,456,0,0,0
Parasitized,11,1696.5,0,0,0
Parasitized,1625,0,0,0,0
Parasitized,2,658.5,213,0,0
Parasitized,1362.5,0,0,0,0
Parasitized,16.5,1630,0,0,0
Parasitized,1582,0,0,0,0
Parasitized,1683.5,0,0,0,0
Parasitized,60,1568,0,0,0
Parasitized,11,1730.5,0,0,0
Parasitized,10,1543,0,0,0
Parasitized,23.5,1708.5,0,0,0
Parasitized,27.5,1290,6,0,0
Parasitized,1544,0,0,0,0
Parasitized,23,35.5,1570.5,0,0
Parasitized,36.5,1666,0,0,0
Parasitized,1731,0,0,0,0
Parasitized,31,1710,0,0,0
Parasitized,1124,0,0,0,0
Parasitized,13.5,1565,0,0,0
Parasitized,23.5,1621,0,0,0
Parasitized,29.5,1755,0,0,0
Parasitized,1351.5,0,0,0,0
Parasitized,183.5,1477.5,1805,0,0
Parasitized,1243,0,0,0,0
Parasitized,1582.5,0,0,0,0
Parasitized,1736,0,0,0,0
Parasitized,1455,0,0,0,0
Parasitized,25,1843.5,0,0,0
Parasitized,18.5,1536.5,0,0,0
Parasitized,824,0,0,0,0
Parasitized,1589,0,0,0,0
Parasitized,1521.5,0,0,0,0
Parasitized,25.5,1602,0,0,0
Parasitized,1523.5,0,0,0,0
Parasitized,19.5,1676.5,0,0,0
Parasitized,58.5,1808.5,0,0,0
Parasitized,1762.5,0,0,0,0
Parasitized,1694,0,0,0,0
Parasitized,1579.5,0,0,0,0
Parasitized,1653,0,0,0,0
Parasitized,45.5,3.5,1035,0,0
Parasitized,1580.5,0,0,0,0
Parasitized,1203,0,0,0,0
Parasitized,1612.5,0,0,0,0
Parasitized,1525.5,0,0,0,0
Parasitized,4,1656.5,0,0,0
Parasitized,116.5,1608.5,0,0,0
Parasitized,84.5,1748,0,0,0
Parasitized,46.5,15,104,64.5,22.5
Parasitized,1607.5,0,0,0,0
Parasitized,1660.5,0,0,0,0
Parasitized,7,1714,0,0,0
Parasitized,1481.5,0,0,0,0
Parasitized,1805,0,0,0,0
Parasitized,1249.5,0,0,0,0
Parasitized,48.5,1582.5,0,0,0
Parasitized,1510,0,0,0,0
Parasitized,18.5,1359,0,0,0
Parasitized,279.5,0,1,0,5
Parasitized,1577.5,0,0,0,0
Parasitized,17,1708.5,0,0,0
Parasitized,2,1564,0,0,0
Parasitized,15,4,6,83.5,1536
Parasitized,489,0,0,0,0
Parasitized,21,1692,0,0,0
Parasitized,35.5,28,7,20,39
Parasitized,1626.5,0,0,0,0
Parasitized,4,111.5,1382,0,0
Parasitized,8.5,41,1246,0,0
Parasitized,24.5,1387,0,0,0
Parasitized,1330,0,0,0,0
Parasitized,9.5,395.5,12.5,273,0
Parasitized,1503,0,0,0,0
Parasitized,726.5,1717,0,0,0
Parasitized,1505,0,0,0,0
Parasitized,1564,0,0,0,0
Parasitized,1574,0,0,0,0
Parasitized,13.5,1584,0,0,0
Parasitized,18.5,1708.5,0,0,0
Parasitized,1579.5,0,0,0,0
Parasitized,54.5,149,9,6.5,33.5
Parasitized,146,579,1593.5,0,0
Parasitized,1508,0,0,0,0
Parasitized,27,1562.5,0,0,0
Parasitized,20,1780.5,0,0,0
Parasitized,46,1736,0,0,0
Parasitized,33,1768.5,0,0,0
Parasitized,0,1,79.5,1453.5,0
Parasitized,1802.5,0,0,0,0
Parasitized,13.5,1625.5,0,0,0
Parasitized,28,1595,0,0,0
Parasitized,1542.5,0,0,0,0
Parasitized,1440.5,0,0,0,0
Parasitized,11.5,31.5,1185.5,0,0
Parasitized,4.5,33.5,1.5,0.5,16.5
Parasitized,20,1561.5,0,0,0
Parasitized,0,169.5,358.5,4,0
Parasitized,8.5,1277,80.5,0,0
Parasitized,62,1799.5,0,0,0
Parasitized,19,1637.5,0,0,0
Parasitized,1354.5,0,0,0,0
Parasitized,1729.5,0,0,0,0
Parasitized,18,23.5,19,58.5,14
Parasitized,1457.5,0,0,0,0
Parasitized,16,1691,0,0,0
Parasitized,11.5,0,0,0.5,146.5
Parasitized,23.5,230,15.5,0,0
Parasitized,29,1726,0,0,0
Parasitized,17.5,1020,0,0,0
Parasitized,16.5,1637,0,0,0
Parasitized,2,7,1645.5,0,0
Parasitized,1488.5,0,0,0,0
Parasitized,62.5,1232,0,0,0
Parasitized,7,1687.5,0,0,0
Parasitized,1723.5,0,0,0,0
Parasitized,0,19,0,1.5,3.5
Parasitized,88,1641.5,0,0,0
Parasitized,1537.5,0,0,0,0
Parasitized,1362.5,0,0,0,0
Parasitized,24,45.5,1779,0,0
Parasitized,16.5,1697.5,0,0,0
Parasitized,1607.5,0,0,0,0
Parasitized,12.5,1800,0,0,0
Parasitized,1608.5,0,0,0,0
Parasitized,15,1318,0,0,0
Parasitized,1481.5,0,0,0,0
Parasitized,1659,0,0,0,0
Parasitized,20,1348.5,0,0,0
Parasitized,0.5,21,1525.5,0,0
Parasitized,118.5,52,179,1463,0
Parasitized,21.5,1749,0,0,0
Parasitized,4,1711.5,0,0,0
Parasitized,2,26,1652.5,0,0
Parasitized,33,1110,0,0,0
Parasitized,24.5,1536,0,0,0
Parasitized,15,1555.5,0,0,0
Parasitized,0,14.5,0,2.5,0
Parasitized,5.5,14,1742,0,0
Parasitized,1527,0,0,0,0
Parasitized,5.5,71.5,38,11,1379
Parasitized,22,1693,0,0,0
Parasitized,919,0,0,0,0
Parasitized,17.5,1637.5,0,0,0
Parasitized,1122,0,0,0,0
Parasitized,11,1502,0,0,0
Parasitized,1670,0,0,0,0
Parasitized,1559,0,0,0,0
Parasitized,1655,0,0,0,0
Parasitized,1384.5,3,0,0,0
Parasitized,30.5,1525.5,0,0,0
Parasitized,1543.5,0,0,0,0
Parasitized,1306,0,0,0,0
Parasitized,1534,0,0,0,0
Parasitized,14,25,1136.5,0,0
Parasitized,62,1619.5,0,0,0
Parasitized,56,17.5,1679,0,0
Parasitized,12.5,15,4,1722.5,0
Parasitized,1597.5,0,0,0,0
Parasitized,11.5,44.5,1543,0,0
Parasitized,10,1624,0,0,0
Parasitized,448,1291.5,0,0,0
Parasitized,1563,0,0,0,0
Parasitized,7,0,4.5,2.5,1
Parasitized,70,1550.5,0,0,0
Parasitized,37.5,15.5,1624,0,0
Parasitized,202.5,1434,0,0,0
Parasitized,1118.5,0,0,0,0
Parasitized,1367,0,0,0,0
Parasitized,34.5,1564,0,0,0
Parasitized,1184.5,0,0,0,0
Parasitized,22.5,7,1633.5,0,0
Parasitized,1705.5,0,0,0,0
Parasitized,1632,0,0,0,0
Parasitized,49.5,1666,0,0,0
Parasitized,16,1669,0,0,0
Parasitized,7,1600,0,0,0
Parasitized,13.5,1768,0,0,0
Parasitized,7.5,114.5,473.5,0,0
Parasitized,20,1870,0,0,0
Parasitized,16.5,1715.5,0,0,0
Parasitized,31.5,7,1461.5,0,0
Parasitized,1572,0,0,0,0
Parasitized,1641,0,0,0,0
Parasitized,30.5,1699,0,0,0
Parasitized,13.5,1676,0,0,0
Parasitized,1355,0,0,0,0
Parasitized,29,1621.5,0,0,0
Parasitized,8.5,1701.5,0,0,0
Parasitized,25.5,1620.5,0,0,0
Parasitized,61.5,25,1556,0,0
Parasitized,1753,0,0,0,0
Parasitized,40,1757,0,0,0
Parasitized,1030,0,0,0,0
Parasitized,1530.5,0,0,0,0
Parasitized,1408.5,0,0,0,0
Parasitized,1769,0,0,0,0
Parasitized,18,1523.5,0,0,0
Parasitized,5.5,1696.5,0,0,0
Parasitized,43,1574,0,0,0
Parasitized,27.5,1671,0,0,0
Parasitized,1298,0,0,0,0
Parasitized,25,4,1559.5,0,0
Parasitized,5.5,1621,0,0,0
Parasitized,1.5,0.5,0,3,2.5
Parasitized,25,1697.5,0,0,0
Parasitized,29.5,1697,0,0,0
Parasitized,4,1653.5,0,0,0
Parasitized,1705,0,0,0,0
Parasitized,28,1662.5,0,0,0
Parasitized,21,19.5,1579,0,0
Parasitized,18.5,1581,0,0,0
Parasitized,30,1745,0,0,0
Parasitized,1608,0,0,0,0
Parasitized,66,1632,0,0,0
Parasitized,957,0,0,0,0
Parasitized,24.5,1627.5,0,0,0
Parasitized,34,1657,0,0,0
Parasitized,22.5,1563.5,0,0,0
Parasitized,43,1651.5,0,0,0
Parasitized,7,985,0,0,0
Parasitized,1456,0,0,0,0
Parasitized,1783,0,0,0,0
Parasitized,702,0,0,0,0
Parasitized,65.5,1623.5,0,0,0
Parasitized,8.5,1703,0,0,0
Parasitized,1066.5,24.5,0,0,0
Parasitized,15,2,86,1593.5,0
Parasitized,1391.5,0,0,0,0
Parasitized,1503,0,0,0,0
Parasitized,0,478,0,0,0
Parasitized,15,1765.5,0,0,0
Parasitized,1324.5,0,0,0,0
Parasitized,5.5,26,1302,0,0
Parasitized,1649,0,0,0,0
Parasitized,18.5,1642,0,0,0
Parasitized,18.5,1724.5,0,0,0
Parasitized,1461,0,0,0,0
Parasitized,1760.5,0,0,0,0
Parasitized,11.5,1361,0,0,0
Parasitized,2,1638,0,0,0
Parasitized,18,1430,0,0,0
Parasitized,16.5,2,2,1230,0
Parasitized,8.5,1639,0,0,0
Parasitized,0.5,1369,0,0,0
Parasitized,5.5,1271.5,0,0,0
Parasitized,267.5,1699.5,0,0,0
Parasitized,1815,0,0,0,0
Parasitized,16.5,1762.5,0,0,0
Parasitized,2,1458.5,0,0,0
Parasitized,29,1555.5,0,0,0
Parasitized,17.5,27.5,1639,0,0
Parasitized,2,1645,0,0,0
Parasitized,8,1808,0,0,0
Parasitized,1739.5,0,0,0,0
Parasitized,19,1669.5,0,0,0
Parasitized,1636,0,0,0,0
Parasitized,1618.5,0,0,0,0
Parasitized,20,1742.5,0,0,0
Parasitized,227,323.5,0,0,0
Parasitized,25,1732,0,0,0
Parasitized,12.5,1660.5,0,0,0
Parasitized,2,4,1099,0,0
Parasitized,26,1588,0,0,0
Parasitized,17,55.5,33.5,1666,0
Parasitized,1582,0,0,0,0
Parasitized,7,1562.5,0,0,0
Parasitized,20,0,1704.5,0,0
Parasitized,1548,0,0,0,0
Parasitized,1841,0,0,0,0
Parasitized,1281,0,0,0,0
Parasitized,1569,0,0,0,0
Parasitized,1390.5,0,0,0,0
Parasitized,1446.5,0,0,0,0
Parasitized,253,396.5,0,0,0
Parasitized,1648.5,0,0,0,0
Parasitized,9.5,2,1396.5,0,0
Parasitized,1710,0,0,0,0
Parasitized,35.5,1289.5,0,0,0
Parasitized,12,1640.5,0,0,0
Parasitized,15,1631,0,0,0
Parasitized,23.5,1486.5,0,0,0
Parasitized,1558.5,0,0,0,0
Parasitized,1620.5,0,0,0,0
Parasitized,41,8.5,1533,0,0
Parasitized,16.5,1621,0,0,0
Parasitized,1507.5,0,0,0,0
Parasitized,9.5,39.5,1328.5,0,0
Parasitized,11,1824,0,0,0
Parasitized,129.5,35.5,15,13.5,499.5
Parasitized,32.5,1650,0,0,0
Parasitized,963.5,1568,0,0,0
Parasitized,50.5,12,764,0,0
Parasitized,1319.5,0,0,0,0
Parasitized,1484.5,0,0,0,0
Parasitized,1542.5,0,0,0,0
Parasitized,36,1551.5,0,0,0
Parasitized,1644,0,0,0,0
Parasitized,83,2,0,0,70.5
Parasitized,18,1437,0,0,0
Parasitized,1859.5,0,0,0,0
Parasitized,21,1733.5,0,0,0
Parasitized,36,1788.5,0,0,0
Parasitized,1624.5,0,0,0,0
Parasitized,35.5,91.5,2,1694.5,0
Parasitized,0,1609.5,0,0,0
Parasitized,10,1516.5,0,0,0
Parasitized,9.5,31,15,11,18.5
Parasitized,33,4,30.5,1759,0
Parasitized,27.5,1682,0,0,0
Parasitized,2,1494,0,0,0
Parasitized,27,1658.5,0,0,0
Parasitized,16,12.5,1672.5,0,0
Parasitized,1595,0,0,0,0
Parasitized,11,1577,0,0,0
Parasitized,22.5,1730,0,0,0
Parasitized,1327,0,0,0,0
Parasitized,20.5,25,13.5,11,1621.5
Parasitized,1532,0,0,0,0
Parasitized,4.5,840.5,1747,0,0
Parasitized,22.5,1615.5,0,0,0
Parasitized,1204.5,1678,0,0,0
Parasitized,30,1593.5,0,0,0
Parasitized,25,11,5.5,71.5,1600.5
Parasitized,4,1781,0,0,0
Parasitized,1654,0,0,0,0
Parasitized,1651,0,0,0,0
Parasitized,1475,0,0,0,0
Parasitized,1342.5,0,0,0,0
Parasitized,28,1815.5,0,0,0
Parasitized,1887.5,0,0,0,0
Parasitized,77.5,1637.5,0,0,0
Parasitized,56,1403.5,0,0,0
Parasitized,1171.5,0,0,0,0
Parasitized,18.5,1604,0,0,0
Parasitized,16.5,1612.5,0,0,0
Parasitized,1699,0,0,0,0
Parasitized,1593.5,0,0,0,0
Parasitized,5.5,1699.5,0,0,0
Parasitized,1612.5,0,0,0,0
Parasitized,27.5,1592.5,0,0,0
Parasitized,17.5,2,1162.5,0,0
Parasitized,26.5,1654,0,0,0
Parasitized,1659,0,0,0,0
Parasitized,30,1596.5,0,0,0
Parasitized,29.5,1599.5,0,0,0
Parasitized,49,56,1660.5,0,0
Parasitized,2,1708.5,0,0,0
Parasitized,1347.5,0,0,0,0
Parasitized,1395,0,0,0,0
Parasitized,29.5,1691,0,0,0
Parasitized,20,1693,0,0,0
Parasitized,25,1599,0,0,0
Parasitized,1671,0,0,0,0
Parasitized,1502.5,0,0,0,0
Parasitized,1305,0,0,0,0
Parasitized,17.5,1677.5,0,0,0
Parasitized,7,1553,0,0,0
Parasitized,1326.5,0,0,0,0
Parasitized,1461.5,0,0,0,0
Parasitized,29.5,1564,0,0,0
Parasitized,1414.5,0,0,0,0
Parasitized,11,21,1675,0,0
Parasitized,151,12,56,1534.5,0
Parasitized,14,1710,0,0,0
Parasitized,11.5,1466.5,0,0,0
Parasitized,12.5,1404,0,0,0
Parasitized,21.5,1162,0,0,0
Parasitized,22.5,1483.5,0,0,0
Parasitized,23,1668.5,0,0,0
Parasitized,8.5,4,4,763.5,0
Parasitized,1608,0,0,0,0
Parasitized,8.5,1638,0,0,0
Parasitized,34,1540,0,0,0
Parasitized,161.5,27.5,0,202,0
Parasitized,48,1717,0,0,0
Parasitized,28,843.5,0,0,0
Parasitized,7,55.5,1587.5,0,0
Parasitized,1435.5,0,0,0,0
Parasitized,27,1638.5,0,0,0
Parasitized,17.5,1832.5,0,0,0
Parasitized,162.5,426.5,1564.5,0,0
Parasitized,7,9.5,5.5,74.5,1264
Parasitized,23.5,1480.5,0,0,0
Parasitized,117,1578.5,0,0,0
Parasitized,13.5,16.5,1454,0,0
Parasitized,29.5,1421,0,0,0
Parasitized,1551.5,0,0,0,0
Parasitized,1654.5,0,0,0,0
Parasitized,22.5,4,1685,0,0
Parasitized,1448.5,0,0,0,0
Parasitized,57,1652,0,0,0
Parasitized,46,1660,0,0,0
Parasitized,0,1455,0,0,0
Parasitized,4,1699,0,0,0
Parasitized,21,53.5,1755,0,0
Parasitized,12,1734,0,0,0
Parasitized,26,21,1720,0,0
Parasitized,1404,0,0,0,0
Parasitized,13.5,1535,0,0,0
Parasitized,26,1515,0,0,0
Parasitized,29.5,1610,0,0,0
Parasitized,29.5,1662,0,0,0
Parasitized,10,12.5,1757.5,0,0
Parasitized,8.5,1682.5,0,0,0
